product_id,product_name,product_description,amount_price
501,pretty,People less production Congress tough.,8.8
502,threat,Real blood inside.,38.58
503,why,Board case knowledge to.,61.06
504,race,Beat interview movement citizen.,35.98
505,tend,Whose population everybody number see environment a sport.,40.13
506,scene,Game why right when across.,90.07
507,life,Director rest training personal.,54.26
508,relate,No easy herself care experience support.,97.85
509,dinner,Feel service back cold rest quality.,61.45
510,yard,Open out blue feel new international.,16.79
511,hold,Water single ago week democratic perform.,38.99
512,road,Attorney better development thank employee age.,10.53
513,modern,Risk wide receive management.,27.87
514,training,None history discussion as memory agreement teacher.,42.14
515,spring,Table seek work sort including.,46.01
516,take,They meet ok huge.,53.61
517,final,Peace star catch have economic necessary.,50.37
518,support,Third gun appear ahead loss.,30.5
519,allow,Huge worry any.,56.26
520,ago,Note lead lawyer benefit author.,7.12
521,conference,Television source fire same off.,32.58
522,item,Fall create national already.,47.31
523,those,Early require leave up mind.,42.63
524,reason,Through help inside mission show value.,64.75
525,main,Nothing realize floor.,52.12
526,provide,Experience become lawyer wall.,20.44
527,detail,Author player else particular suffer score meet.,94.16
528,despite,Standard wonder rest business.,95.36
529,candidate,During cover father quality will fight.,43.91
530,charge,Worry mind economy central.,54.85
531,some,Including individual page couple agency send manage which.,80.15
532,cold,Weight coach allow wrong color paper.,80.69
533,life,Concern kid drug bring ten.,91.78
534,spring,Study even guess center improve full might.,37.84
535,push,Each personal use scene involve fight.,13.13
536,music,Method build budget so.,85.24
537,marriage,Training southern easy spend.,29.29
538,call,War effort environmental career wear ever.,82.17
539,painting,Thousand send year continue city remember structure.,5.81
540,major,His they easy talk strong past those.,49.49
541,company,View office myself.,59.31
542,young,Onto people difference sure pay able ball.,15.45
543,read,Our music seven cause instead.,51.46
544,very,Reality ball reach bag.,18.37
545,others,Feel actually here hand player near.,98.93
546,national,Seven company center partner child professional teach woman.,99.58
547,history,Describe piece similar glass third turn.,29.43
548,hold,Company anything pull specific price development.,9.04
549,can,During maintain detail bank thing offer.,34.15
550,computer,Wall foreign cost.,89.68
551,medical,Similar upon sing six institution second good.,26.06
552,else,Leader ahead different bring form.,74.9
553,ability,Interest political picture.,39.72
554,deal,Audience low share.,71.6
555,college,Expert point choose.,40.72
556,cultural,Probably heart bank matter home.,57.93
557,cell,Rise run technology top race use bit.,26.8
558,mother,Various born for air.,51.42
559,as,Audience run old throw a sea.,72.19
560,watch,Compare offer exist particularly important far kind charge.,9.06
561,fact,Yard return responsibility month yeah beat.,31.66
562,strong,Explain game behind detail.,16.62
563,free,Top provide since son.,83.6
564,pretty,Else think choose expert author.,65.31
565,bill,Operation light mind fill half each.,80.37
566,marriage,Morning article song speech event idea on.,90.5
567,responsibility,Eight she recently tell a player size.,24.51
568,above,Information professor especially inside several may.,85.42
569,threat,Treatment room itself tend understand rule middle.,8.23
570,away,Skill leave water government girl.,81.44
571,strategy,Deal purpose large people class power fight respond.,55.2
572,age,Second really person step its mission.,14.01
573,bar,Point beyond window system capital these report century.,56.77
574,drop,Fish available family set seem full left.,85.75
575,improve,House himself research plant white safe.,97.14
576,along,Base executive trade happy.,13.25
577,may,Second stand benefit arrive.,89.06
578,hand,Throughout five them free within white crime.,51.48
579,anyone,Any plan instead attention.,85.69
580,hard,Suddenly fall sound left paper happen.,75.74
581,environmental,Building few option middle.,43.49
582,call,Down woman star crime.,15.48
583,provide,Subject onto ready thought.,65.39
584,recently,Music form wrong community south.,11.11
585,low,Important environment natural anything such.,62.66
586,partner,Ahead return kitchen then can.,96.31
587,change,White carry own strong theory.,56.13
588,pull,Agree charge trial benefit.,88.23
589,beyond,Scientist even fall decision knowledge impact husband.,33.2
590,financial,Manager soon environmental response.,16.82
591,interview,Remain nature range recent method.,94.27
592,site,Resource bar you culture often.,46.38
593,party,Cause rich any.,76.0
594,employee,Truth statement believe section try shake action.,60.59
595,school,Line knowledge nor.,30.93
596,happen,Good involve part movie.,63.47
597,do,Provide old spend participant between international.,85.46
598,price,Lot why reality open none now student.,66.47
599,pass,Main do draw join minute break help few.,19.26
600,day,Message event camera team.,71.96
601,always,Someone career major.,68.22
602,culture,Never whom it visit those.,90.69
603,example,Ahead low small next live land fall.,37.79
604,total,Beautiful maybe commercial support head safe.,21.65
605,action,Tv push trade eight rock voice.,27.25
606,impact,Knowledge fly church large scientist physical various perhaps.,38.03
607,cold,Add civil different put century effort.,88.35
608,drug,Nothing southern system fact.,7.99
609,training,System true sometimes value large.,7.79
610,final,Establish begin strong create book yes line report.,11.35
611,quite,Opportunity character effect as officer.,55.55
612,school,Republican trial program responsibility Mr doctor region staff.,39.76
613,off,Couple eight view early government put travel.,74.83
614,impact,Physical result put.,50.66
615,letter,Hope city cover section attention.,36.83
616,perhaps,Adult interesting maybe management story eight.,77.43
617,cup,Ready here message senior air attention look.,94.64
618,no,Laugh development race physical.,94.65
619,project,Body area couple it herself.,57.22
620,close,Strategy keep fight design usually.,83.44
621,field,Spring themselves newspaper be heavy under surface.,96.27
622,medical,Hear letter stop so catch.,6.52
623,network,Available become catch success moment.,22.69
624,easy,Identify course authority course.,70.15
625,realize,Run expect standard statement like pick conference.,87.64
626,and,Speech black admit data part black.,92.41
627,fast,Physical cultural dark success.,19.04
628,which,Always gun specific point however probably.,23.0
629,away,Someone message region probably.,38.95
630,serious,Can Mr side campaign kid sit.,59.23
631,think,Attorney center indeed avoid lead term young kid.,79.09
632,front,World drug idea thousand important key government.,93.25
633,specific,Camera perform table whatever social onto first.,34.74
634,support,Each onto energy company receive year.,25.85
635,newspaper,Arrive their concern.,50.93
636,economy,Wife cause dinner position sister month here.,68.01
637,hair,To town say out report head prevent.,88.8
638,main,My art maybe result term care director.,78.86
639,bad,End great long our option wide receive.,69.97
640,probably,American role staff stay should prove.,78.6
641,between,The company nature investment money cost cup.,55.26
642,certainly,Have inside cause.,53.38
643,difficult,But happen choose ground short.,36.73
644,which,Determine meet where woman hotel appear practice.,45.0
645,partner,Catch send wear beautiful.,12.05
646,structure,Which kid production energy effort hand.,89.43
647,early,Nor various meet popular government.,41.63
648,direction,The miss challenge standard sport job lay move.,91.87
649,occur,Care southern wear especially.,74.64
650,late,Four woman court he discuss issue.,24.68
651,throw,Well challenge owner strategy theory she forget.,80.68
652,now,Stuff beyond audience against hundred.,80.12
653,Mrs,Majority all dream themselves.,63.06
654,toward,Receive pass fall several role.,40.99
655,style,Degree street trial happy look subject risk.,40.0
656,fall,Employee win in read suffer.,27.8
657,fire,End cell focus member surface purpose.,58.78
658,bed,Case network computer when.,27.74
659,return,Five to poor meeting yard.,86.82
660,section,Every on event either brother.,48.55
661,final,Lose response physical light increase design.,46.79
662,both,Cold study accept start put that family.,24.59
663,to,Protect father road whether second live style.,88.01
664,strategy,Unit skill have common wait be manage.,48.17
665,here,Address civil discover sign.,54.62
666,thing,Family cell east price suddenly collection.,41.2
667,she,Type trial maintain.,29.47
668,president,Available religious song threat.,31.72
669,significant,Care reach son ten he mean summer.,18.28
670,author,Realize cut first much.,7.33
671,woman,Hair information defense social.,63.57
672,nature,Call measure thing door move race.,6.69
673,able,Want but first knowledge.,15.42
674,expect,Mean authority learn old story.,67.43
675,nothing,Have teacher my interest customer.,39.02
676,wish,Recognize arrive gun reality inside.,91.63
677,how,His huge democratic loss.,80.59
678,modern,Upon avoid traditional hold need read.,44.71
679,car,Chair professor near manage.,93.49
680,manage,Institution why happy.,25.99
681,chair,For star together political accept.,7.03
682,factor,Dark reduce sea good main along get reflect.,8.49
683,technology,Sell mean care down brother above.,11.24
684,family,Minute professor financial professor use impact hard.,35.03
685,history,Police measure price.,12.67
686,character,Girl enough argue base father audience.,99.61
687,their,Science total us change shake field.,35.04
688,others,Leg yes specific human life.,27.16
689,eye,Of true magazine adult end well region.,58.13
690,nearly,Move think activity oil.,22.82
691,machine,Green good card another collection course although.,43.62
692,his,Produce through peace more memory right.,25.19
693,well,What offer end production experience seek.,78.91
694,reduce,Notice next challenge official nearly car hundred.,97.53
695,do,Experience often body fund that.,18.55
696,rock,Pretty despite plan draw teach training Mrs.,36.75
697,order,Look require evidence kitchen money.,32.43
698,own,World group born again factor find collection.,65.13
699,eat,Western tend many I speak.,25.32
700,tend,Key town any agent itself movement during pay.,26.01
701,expert,Rule project how high least democratic Democrat.,41.88
702,tell,Ask save help box.,40.3
703,whatever,Phone Republican contain.,47.3
704,interview,Think upon fly stage western machine.,8.5
705,Mr,American attack may water site food kitchen.,46.53
706,according,Mr them rise fall.,73.69
707,to,Nearly value board all already indeed.,22.79
708,contain,Many visit key turn color run.,35.06
709,quality,How candidate popular open reason whom perform almost.,24.82
710,realize,Person consider fish brother score cover.,25.0
711,task,Really assume project here.,77.71
712,market,Official commercial film number despite full.,13.95
713,sense,Arrive prepare box off store speech.,87.3
714,north,Expert message choice.,30.97
715,value,Quality about culture than marriage light authority magazine.,58.28
716,care,Idea remain piece it player.,28.97
717,this,Discussion program huge pull pay agency garden we.,72.72
718,increase,Visit between ground modern.,26.35
719,much,Position tend today war whose occur.,39.86
720,despite,Nice technology cut role.,31.98
721,family,Himself drive star various mean yeah.,33.84
722,economy,Voice medical owner.,85.4
723,stock,Travel your bed real if nice.,49.19
724,environment,Power discover talk significant movement.,70.5
725,something,Military military position new stand organization.,91.59
726,detail,Black politics culture.,59.52
727,tax,Term fund she herself early.,53.64
728,decision,Coach strategy perform majority.,96.21
729,stop,Movement I through half individual job left later.,50.23
730,item,Set space many character throughout.,45.53
731,mother,Make reason western choose yeah.,38.83
732,environment,Control political many worker.,57.46
733,quite,Our dark outside usually chair central.,67.65
734,question,Later they growth person make behind.,76.62
735,institution,Defense little different election leg.,66.01
736,ability,Upon talk western very quite show single tax.,12.66
737,design,Upon receive today east section.,88.14
738,early,From question indeed.,44.2
739,tree,Play church serious military goal fine describe.,5.43
740,today,Activity note this as too.,41.06
741,sound,Evening including between let popular number.,59.22
742,remain,Tonight sea thousand approach seek.,83.25
743,wait,Close care fund town music single.,73.99
744,five,Million music go relationship protect ago water.,88.72
745,husband,Child newspaper president adult light seem.,82.42
746,agency,Too different probably language.,96.22
747,mean,Democrat suggest piece now.,12.42
748,current,Phone better sing on leader they.,48.11
749,against,Pretty however boy modern economic seven score medical.,68.07
750,state,Many discover remain give call general.,93.93
751,coach,Example know large woman century fear.,22.2
752,million,They poor employee particularly.,83.36
753,one,Take you bill seek page address not.,5.44
754,couple,Painting nice year.,42.34
755,contain,Argue rich yet.,49.64
756,more,Rule again song bit available far discussion.,61.66
757,training,Prove size if fund role.,7.03
758,consumer,Foot former gun minute nature term.,47.34
759,get,Standard performance important safe beat trouble product.,65.42
760,something,Source face relate practice front.,27.68
761,discussion,Long two science purpose.,6.14
762,voice,Month maybe college always few treatment.,69.83
763,arrive,Hair decade mother seem nearly half what.,35.27
764,eye,Specific no on hour military spring choose.,62.48
765,media,Culture can nor amount know century.,59.47
766,once,Relate such later pressure carry.,85.29
767,play,South way very prevent its.,16.76
768,election,Smile learn develop position wide guy.,32.58
769,official,Ago according play add natural.,12.0
770,center,Forward crime relate.,27.67
771,military,Often long part business democratic low rich.,25.05
772,throw,Medical it success purpose act write generation.,91.99
773,southern,Near according hold who despite hand.,84.93
774,smile,Or give will traditional speak answer guy.,99.32
775,beat,Machine ready specific impact game better wall author.,73.77
776,fear,Director activity last marriage special board.,52.71
777,draw,Sea home sell cultural fast try on apply.,43.59
778,try,Fight gas however community act.,76.83
779,read,Just computer unit with training.,8.71
780,better,Far hand present open smile just old.,61.37
781,rather,Cold Democrat what method.,11.35
782,series,Couple close have blue old have born.,43.03
783,including,After according leg officer.,68.25
784,will,Community cell could civil response.,60.96
785,writer,Particular car small floor skin well rock think.,33.84
786,radio,Rest ground talk start result represent pattern rule.,94.95
787,need,Hard something sell.,51.47
788,fall,Tell adult card board laugh subject outside near.,94.82
789,animal,Huge so single take forward.,55.75
790,seat,Spring allow kind job kid hold.,96.13
791,security,Leave drug nature week technology interest.,76.95
792,conference,Travel image live citizen so themselves.,66.31
793,news,Congress professional social effort pull control.,61.44
794,financial,Official where example catch.,20.63
795,important,Three color single.,26.01
796,page,Suddenly box control during difficult tax.,45.85
797,someone,Office assume mean perhaps.,75.59
798,see,Hope reach change improve they mind.,25.16
799,trade,Tonight join miss available industry develop check.,90.71
800,find,Arm past set present near sound sell.,92.06
801,position,Direction road attack laugh mother truth.,80.0
802,sea,Close couple or doctor.,51.29
803,particular,In detail rate.,30.16
804,security,Site until American central front coach.,93.91
805,wrong,Deal real general again oil.,99.75
806,media,Somebody product usually front husband this.,31.05
807,son,Senior building tend fly cause common never.,54.17
808,stuff,Ago low month money defense usually arm.,79.89
809,especially,Finally central head.,70.29
810,position,By body various practice one police enough prove.,60.45
811,ahead,If middle study how make else attorney.,27.89
812,method,Single usually through their public.,21.41
813,difficult,Pretty international accept seven.,92.47
814,tough,Budget huge nice herself late.,18.63
815,marriage,Analysis effect late how among economy.,74.52
816,life,Argue law summer paper.,24.28
817,than,Son same same among college physical.,29.03
818,number,Must safe ok sure.,48.47
819,history,Church work better there.,16.26
820,home,Statement appear well a his.,46.82
821,together,Continue run in lawyer scene pay.,58.03
822,wide,Over thus ahead pressure determine daughter.,42.12
823,writer,Ability short have situation Mr matter.,81.45
824,pull,Red court significant figure father.,51.87
825,sell,Together bag American between possible.,37.62
826,seek,Almost address crime eight before guy.,40.8
827,artist,Picture person film partner visit share.,65.73
828,phone,Tend big together of wide need including.,28.53
829,weight,Trip her mean land evening her environmental.,64.79
830,learn,Military customer live can.,71.97
831,significant,Movie quickly term would.,44.44
832,model,History letter task check pressure you.,50.46
833,use,Cell nor sister stay quality wonder then.,80.05
834,course,For political thus ready.,29.97
835,trial,Those show threat memory court real.,14.61
836,police,Expect program garden bank.,54.64
837,allow,Answer arrive activity throw represent.,28.61
838,doctor,Law story plant.,74.8
839,order,See foot start sit.,46.43
840,month,Mouth new mouth line camera.,77.37
841,name,In executive economic blue drive for.,80.79
842,really,Share though answer leave give capital more.,64.82
843,from,Site ten per wall friend leg wait truth.,16.28
844,appear,Character authority page.,56.07
845,smile,Decide field old movement feeling would.,38.37
846,open,Hand police teacher go wide section west experience.,48.35
847,feeling,Sing senior her successful large.,87.23
848,better,Beautiful past her simple make.,18.99
849,east,Responsibility military improve all agreement career decide.,97.12
850,story,Ok technology current.,99.96
851,room,Cup which present all property.,51.53
852,hold,Create set car both fall college.,67.31
853,building,Training goal camera.,48.11
854,administration,Avoid play risk actually late arrive.,96.22
855,already,Leader imagine miss expect smile husband.,64.05
856,occur,Future some site positive president player positive.,7.71
857,them,The miss lawyer vote identify again effect history.,24.01
858,edge,Myself life dark summer relationship truth.,83.96
859,television,Such attorney close education.,75.09
860,girl,Enter stand physical.,85.31
861,care,Public perhaps forward table wish note practice.,50.18
862,subject,Smile name their pressure job marriage always.,35.75
863,someone,Tend effort machine minute.,66.74
864,candidate,Pretty economic develop treat.,91.67
865,view,Green trial sing another likely.,42.11
866,expect,Debate establish idea beyond check recognize skin.,94.06
867,sea,Our other car next lose already.,53.49
868,say,Sit range fine certainly fine add police.,89.32
869,town,Draw note family through able story.,20.77
870,consider,Outside politics finish determine very.,61.81
871,thank,Store risk both information move.,72.19
872,series,System task hundred positive just.,92.32
873,appear,Best amount ball control within century.,17.71
874,deal,Purpose establish true both hard beautiful remember.,61.19
875,account,Born bit win marriage.,64.45
876,return,Then travel history police letter treatment morning third.,54.96
877,commercial,Push knowledge create.,41.61
878,cost,Indicate space carry art instead across edge hand.,54.65
879,receive,Appear performance available media two operation week.,57.29
880,speech,And television compare modern.,40.92
881,her,Exist happen administration something.,77.78
882,lose,Future believe sister investment upon toward once.,86.86
883,central,Country prove should such adult.,26.32
884,wide,Power sort lose mention market example.,27.06
885,something,Source deep leader story protect talk.,76.75
886,red,Dinner which rate professor.,18.5
887,country,Her stuff paper great trial key.,35.33
888,suggest,Full into ever part paper big line admit.,14.91
889,win,As thing small choice.,33.6
890,choice,Crime anyone Mr reality author.,52.08
891,toward,Fire challenge then.,24.03
892,program,Fast build all true fact among.,86.1
893,evening,Owner already ever treatment.,8.82
894,forget,Increase story stuff throw establish anything gas.,93.2
895,peace,Strong and seek treatment process left ground.,30.45
896,baby,Chance case true.,16.5
897,drive,Life city him myself something sense.,78.34
898,growth,Effect under news memory explain away.,88.87
899,actually,Attorney her despite we.,77.79
900,artist,Consumer society himself mother speak new yeah.,30.23
901,though,Friend huge store.,44.52
902,fire,Read them chance themselves radio full.,8.68
903,teacher,Newspaper someone so all throw conference they poor.,78.7
904,detail,Health fly election indeed beat TV explain center.,61.2
905,official,Hit artist term professor natural enter.,60.96
906,analysis,Ask call successful phone treatment area someone key.,96.46
907,organization,Plan low actually.,95.47
908,station,Republican school take pull loss sit.,21.41
909,list,Fish morning herself walk government speak white.,80.51
910,probably,Health four cost box rich same.,74.73
911,population,Middle from bring officer morning six discover require.,43.13
912,trip,Someone anything agent.,81.03
913,how,Wall citizen sound gun.,9.99
914,hand,Civil fly student right light stand.,81.35
915,interest,Main forward his near.,55.55
916,political,Lay decade shoulder leave room action.,87.85
917,do,Join daughter everyone rich.,11.98
918,might,Condition reflect own page money many look.,28.69
919,determine,Pressure no event consumer shoulder recently class type.,69.3
920,herself,Size market strong next management.,32.68
921,both,Factor bad no town idea eight.,69.82
922,trip,Radio party reveal.,88.17
923,member,Maintain bit several red nearly find without.,86.12
924,plan,Want without any edge positive real last.,57.25
925,land,Occur seat phone chance reflect.,36.46
926,election,Determine author performance run truth successful year.,65.08
927,role,Role ago campaign middle method and.,34.56
928,traditional,Someone anyone not keep item.,37.7
929,throughout,Local again nearly behavior.,79.25
930,short,Different budget data.,6.29
931,economy,These worry able although performance sing assume.,31.72
932,carry,Seek instead oil enter paper entire audience.,94.13
933,quite,Support only finally card.,60.24
934,indicate,Field on spend try continue down.,81.74
935,miss,Entire southern me strategy talk back outside vote.,22.77
936,town,Same continue fill field friend and shake.,88.32
937,price,Instead short western maintain sound.,32.65
938,play,Even name thought drop herself opportunity.,27.48
939,through,Box away daughter.,99.95
940,our,Voice wrong billion entire situation.,15.31
941,make,Hit economy friend although add.,55.01
942,stage,Republican school base.,24.73
943,design,Company true under management hair together.,11.73
944,stock,Shake college sure follow.,93.71
945,official,Audience drug read lot wind general.,88.5
946,fine,Effort couple court that wife crime card.,62.3
947,heart,Though after main.,65.4
948,mother,Half us goal author.,81.75
949,degree,Radio game score leader.,23.26
950,view,Break nearly white exactly.,54.04
951,actually,Unit break professional not.,27.77
952,each,Describe laugh bag a.,18.27
953,watch,List PM person student impact evening.,47.3
954,wide,Three within yard off name dark.,54.48
955,message,Watch who pick more ten popular conference short.,55.9
956,parent,Maybe its open sort ask I community.,62.22
957,between,Interest cup interesting feeling.,27.38
958,fight,Organization among your wonder feeling.,51.89
959,southern,Set moment play over born.,13.38
960,five,Program could field store education exactly.,76.69
961,somebody,Positive notice human far he.,72.4
962,state,Matter class cup amount.,28.23
963,policy,Security drive outside let wall together class.,69.41
964,source,Lose outside ability what Democrat.,56.76
965,admit,General national century nation action.,73.02
966,early,Condition soldier sister.,56.9
967,sure,Us society morning information finally.,17.51
968,do,Gas hit level.,59.21
969,age,Open gas away draw customer.,99.23
970,hundred,Great dog medical list here likely after care.,57.37
971,history,Part big health west us radio.,38.46
972,effort,Protect home must town born.,73.12
973,financial,Arm he window explain heart.,60.76
974,hard,Have per security.,59.6
975,watch,Effort including change set.,76.99
976,anyone,Whatever fine receive force inside one tend.,48.37
977,recent,Management size at.,7.33
978,old,Relationship recently teacher seven.,30.26
979,hold,Maintain prevent end time case idea.,56.95
980,same,Gas pretty cup others who measure after.,7.67
981,tree,Security message notice create book fight decision.,18.67
982,term,Because computer century music collection thank.,81.73
983,imagine,Society set radio particularly.,63.27
984,behavior,Hand poor wide during long.,91.11
985,outside,Too from result history natural clearly.,66.31
986,body,Early challenge lay down spring success.,94.03
987,determine,Charge economic she become.,98.61
988,traditional,Carry morning focus owner boy deep.,67.34
989,painting,Short them media.,49.35
990,meet,Growth resource actually personal seven western.,31.65
991,southern,Sometimes large color begin camera view.,25.26
992,or,Machine value social heart here card.,69.65
993,other,Feel condition most off listen.,91.52
994,himself,College standard only who usually.,20.44
995,include,Include with issue nor focus.,80.09
996,trial,Security particularly yeah its value notice nor.,10.42
997,certain,Site father remain type.,46.2
998,media,Cover yard much simple.,59.18
999,top,Thought teacher executive source.,68.44
1000,south,However public peace sit.,71.97
